MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,General Industrial,General Products,Uncategorized,,573329,573329 60W Cand Led 27k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573329,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573329, 60W Cand Led 27k 2pk",60W CAND LED 27K 2PK,Philips 573329 60W,Philips 60W. 60W Cand Led 27k 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573329.jpg,,,,,,,,,Philips_573329_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,564930,564930 40W Cand Led 50k 3pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,564930,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 564930, 40W Cand Led 50k 3pk",40W CAND LED 50K 3PK,Philips 564930 40W,Philips 40W. 40W Cand Led 50k 3pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_564930.jpg,,,,,,,,,Philips_564930_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,565000,565000 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,565000,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 565000, 60W Led Med 27k 2pk",60W LED MED 27K 2PK,Philips 565000 60W,Philips 60W. 60W Led Med 27k 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_565000.jpg,,,,,,,,,Philips_565000_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,564922,564922 60W Led BA11 50k 3pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,564922,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 564922, 60W Led BA11 50k 3pk",60W LED BA11 50K 3PK,Philips 564922 60W,Philips 60W. 60W Led BA11 50k 3pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_564922.jpg,,,,,,,,,Philips_564922_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573295,573295 40W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573295,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573295, 40W Led Med 27k 2pk",40W LED MED 27K 2PK,Philips 573295 40W,Philips 40W. 40W Led Med 27k 2pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573295.jpg,,,,,,,,,Philips_573295_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,564914,564914 60W Med Led 50k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,564914,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 564914, 60W Med Led 50k 2pk",60W MED LED 50K 2PK,Philips 564914 60W,Philips 60W. 60W Med Led 50k 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_564914.jpg,,,,,,,,,Philips_564914_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573485,573485 60W Led A19 Med 50k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573485,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573485, 60W Led A19 Med 50k 2pk",60W LED A19 MED 50K 2PK,Philips 573485 60W,Philips 60W. 60W Led A19 Med 50k 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573485.jpg,,,,,,,,,Philips_573485_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573337,573337 40W Led G25 Med 50k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573337,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573337, 40W Led G25 Med 50k 2pk",40W LED G25 MED 50K 2PK,Philips 573337 40W,Philips 40W. 40W Led G25 Med 50k 2pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573337.jpg,,,,,,,,,Philips_573337_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,544874,544874 32W Led T8 UBulb 40k,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,544874,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 544874, 32W Led T8 UBulb 40k",32W LED T8 UBULB 40K,Philips 544874 32W,Philips 32W. 32W Led T8 UBulb 40k,Philips 32W,,,,,,,,,,,,,,,,,,,,,,,,,,,32W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_544874.jpg,,,,,,,,,Philips_544874_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,570846,570846 50W Led Med 22K 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,570846,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 570846, 50W Led Med 22K 2pk",50W LED MED 22K 2PK,Philips 570846 50W,Philips 50W. 50W Led Med 22K 2pk,Philips 50W,,,,,,,,,,,,,,,,,,,,,,,,,,,50W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_570846.jpg,,,,,,,,,Philips_570846_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,565473,565473 60W Led A19 Bulb 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,565473,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 565473, 60W Led A19 Bulb 2pk",60W LED A19 BULB 2PK,Philips 565473 60W,Philips 60W. 60W Led A19 Bulb 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_565473.jpg,,,,,,,,,Philips_565473_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573402,573402 60W Led Med 50k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573402,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573402, 60W Led Med 50k 2pk",60W LED MED 50K 2PK,Philips 573402 60W,Philips 60W. 60W Led Med 50k 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573402.jpg,,,,,,,,,Philips_573402_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573352,573352 40W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573352,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573352, 40W Led Med 27k 2pk",40W LED MED 27K 2PK,Philips 573352 40W,Philips 40W. 40W Led Med 27k 2pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573352.jpg,,,,,,,,,Philips_573352_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573428,573428 40W Med Led 50k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573428,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573428, 40W Med Led 50k 2pk",40W MED LED 50K 2PK,Philips 573428 40W,Philips 40W. 40W Med Led 50k 2pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573428.jpg,,,,,,,,,Philips_573428_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573386,573386 60W Led Med 27k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573386,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573386, 60W Led Med 27k 2pk",60W LED MED 27K 2PK,Philips 573386 60W,Philips 60W. 60W Led Med 27k 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573386.jpg,,,,,,,,,Philips_573386_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,564948,564948 40W Led Med 50k 3pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,564948,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 564948, 40W Led Med 50k 3pk",40W LED MED 50K 3PK,Philips 564948 40W,Philips 40W. 40W Led Med 50k 3pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_564948.jpg,,,,,,,,,Philips_564948_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573303,573303 40W Led Cand 27k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573303,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573303, 40W Led Cand 27k 2pk",40W LED CAND 27K 2PK,Philips 573303 40W,Philips 40W. 40W Led Cand 27k 2pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573303.jpg,,,,,,,,,Philips_573303_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573188,573188 250W Led Par38 Med 50k,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573188,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573188, 250W Led Par38 Med 50k",250W LED PAR38 MED 50K,Philips 573188 250W,Philips 250W. 250W Led Par38 Med 50k,Philips 250W,,,,,,,,,,,,,,,,,,,,,,,,,,,250W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573188.jpg,,,,,,,,,Philips_573188_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573469,573469 40W Led A19 Med 50k 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573469,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573469, 40W Led A19 Med 50k 2pk",40W LED A19 MED 50K 2PK,Philips 573469 40W,Philips 40W. 40W Led A19 Med 50k 2pk,Philips 40W,,,,,,,,,,,,,,,,,,,,,,,,,,,40W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573469.jpg,,,,,,,,,Philips_573469_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,565671,565671 25W Led Med 20K,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,565671,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 565671, 25W Led Med 20K",25W LED MED 20K,Philips 565671 25W,Philips 25W. 25W Led Med 20K,Philips 25W,,,,,,,,,,,,,,,,,,,,,,,,,,,25W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_565671.jpg,,,,,,,,,Philips_565671_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,573204,573204 75W Led Par20 Med 50k,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,573204,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 573204, 75W Led Par20 Med 50k",75W LED PAR20 MED 50K,Philips 573204 75W,Philips 75W. 75W Led Par20 Med 50k,Philips 75W,,,,,,,,,,,,,,,,,,,,,,,,,,,75W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_573204.jpg,,,,,,,,,Philips_573204_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,581199,581199 60W Led Med 2pk,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,581199,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 581199, 60W Led Med 2pk",60W LED MED 2PK,Philips 581199 60W,Philips 60W. 60W Led Med 2pk,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_581199.jpg,,,,,,,,,Philips_581199_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,565887,565887 60W Led Med 20k,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,565887,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 565887, 60W Led Med 20k",60W LED MED 20K,Philips 565887 60W,Philips 60W. 60W Led Med 20k,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_565887.jpg,,,,,,,,,Philips_565887_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
,,,,,,,General Industrial,General Products,Uncategorized,,586867,586867 60W Led Med 27K,,,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,,586867,,General Industrial>General Products>Uncategorized,"Phillips Lighting, Philips, 586867, 60W Led Med 27K",60W LED MED 27K,Philips 586867 60W,Philips 60W. 60W Led Med 27K,Philips 60W,,,,,,,,,,,,,,,,,,,,,,,,,,,60W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philips_586867.jpg,,,,,,,,,Philips_586867_Specification_Sheet.pdf,,,,,,,,,,,,,,,,,,No
